Nome,Data de Nascimento,Sexo,Raça,Estado Civil,Você trabalha? (Estágio ou Efetivo),Renda Própria,Quantidade de Filhos,Renda do Responsável Financeiro,Escolaridade do Responsável,Bairro,Distancia,Tipo de Ingresso,%_BOLSA,Curso,Semestre,FALTA,Status
Evelyn Borges,2002-11-08,Masculino,Branco,Solteiro,Não,2673,0,2362,Ensino Médio,SCIA,8,IDP Pass,16,Ciência da Computação,1,9,0
Nicole Siqueira,2005-11-07,Masculino,Negro,Casado,Sim,1133,0,3981,Ensino Médio,Asa Norte,10,Transferência,10,Economia,2,10,0
Fernanda Pires,2001-05-26,Masculino,Branco,Solteiro,Não,2749,0,2453,Ensino Médio,Ceilândia,4,ENEM,15,Administração,5,7,1
Liz Oliveira,2004-02-25,Masculino,Negro,Solteiro,Sim,2228,0,3656,Ensino Superior,São Sebastião,4,PROUNI,100,Publicidade,4,8,1
Anna Liz Porto,2001-03-06,Masculino,Branco,Solteiro,Sim,2453,0,2201,Ensino Superior,SIA,5,PROUNI,100,Engenharia de Software,2,4,1
Mariah Fogaça,2002-01-20,Feminino,Branco,União Estável,Não,2911,0,3200,Ensino Médio,Vicente Pires,9,PROUNI,100,Engenharia de Software,3,6,1
André Fogaça,2001-03-09,Masculino,Branco,Solteiro,Sim,1759,0,2932,Ensino Médio,Cruzeiro,10,Transferência,6,Publicidade,4,9,0
Gael Câmara,2004-03-17,Masculino,Branco,Solteiro,Sim,2329,0,3073,Ensino Médio,Guará,3,PROUNI,100,Publicidade,1,9,0
Asafe Santos,1995-09-29,Feminino,Branco,Solteiro,Sim,1369,0,3059,Ensino Médio,Itapoã,6,ENEM,30,Publicidade,2,7,0
Yan da Mota,2000-09-10,Masculino,Branco,Solteiro,Sim,1501,0,3883,Ensino Médio,Santa Maria,10,PROUNI,100,Economia,3,9,0
Sara da Luz,2005-11-19,Feminino,Branco,União Estável,Não,2242,0,3185,Ensino Médio,SCIA,6,Transferência,8,Ciência da Computação,4,9,1
Rodrigo Cunha,2006-03-27,Masculino,Branco,Solteiro,Não,2680,0,2305,Ensino Médio,SIA,6,Transferência,44,Publicidade,3,17,1
Arthur Miguel Ferreira,2001-02-15,Feminino,Branco,Casado,Sim,2372,0,2317,Ensino Superior,Cruzeiro,8,PROUNI,100,Economia,4,10,1
Daniela da Rosa,1994-06-30,Masculino,Branco,Solteiro,Sim,1031,0,2818,Ensino Médio,Vicente Pires,9,PROUNI,100,Publicidade,3,8,0
Cecília Sampaio,2001-10-24,Masculino,Branco,Solteiro,Não,1231,0,2306,Ensino Superior,Lago Norte,7,ENEM,16,Publicidade,2,9,0
Melina Garcia,1997-04-22,Feminino,Branco,Solteiro,Sim,2474,0,3043,Ensino Superior,Brazlândia,1,Transferência,24,Ciência da Computação,1,32,0
Dante Viana,1999-05-17,Feminino,Negro,União Estável,Sim,1530,0,2902,Ensino Médio,Samambaia,5,IDP Pass,25,Arquitetura,3,7,1
Nicolas Aragão,2002-11-29,Feminino,Outras,Solteiro,Não,1763,0,3271,Ensino Médio,Riacho Fundo II,2,PROUNI,100,Economia,3,6,0
Rafael Azevedo,1998-02-24,Masculino,Outras,Solteiro,Não,1029,0,3022,Ensino Médio,Sudoeste,4,ENEM,8,Publicidade,4,10,1
Yuri Lima,2001-07-28,Feminino,Negro,Solteiro,Sim,1577,0,2371,Ensino Superior,Noroeste,1,Transferência,45,Publicidade,4,10,1
André Guerra,2000-08-26,Masculino,Branco,Solteiro,Sim,2244,0,2160,Ensino Médio,Sol Nascente/Pôr do Sol,2,ENEM,18,Arquitetura,1,7,1
João Guilherme Sales,2003-09-20,Masculino,Negro,Solteiro,Não,2849,0,3521,Ensino Superior,Asa Sul,9,ENEM,3,Psicologia,1,6,1
Ryan Almeida,1996-07-08,Feminino,Branco,Solteiro,Sim,2216,0,3986,Ensino Superior,Sobradinho,10,ENEM,25,Administração,3,6,0
Ravi Lucca Cavalcante,2001-08-27,Masculino,Branco,Solteiro,Sim,1122,0,2884,Ensino Médio,Lago Oeste,5,PROUNI,100,Publicidade,2,1,1
Luiz Otávio Farias,2005-07-19,Feminino,Branco,Solteiro,Sim,2817,0,3479,Ensino Médio,Asa Sul,10,IDP Pass,23,Arquitetura,4,9,1
Agatha Vieira,2003-08-20,Masculino,Branco,Solteiro,Não,1053,0,2252,Ensino Médio,Candangolândia,7,Transferência,31,Administração,2,10,0
Benício Melo,1963-01-10,Masculino,Branco,Solteiro,Não,2016,0,3860,Ensino Superior,Noroeste,10,PROUNI,100,Arquitetura,4,7,1
Ana Lívia Peixoto,2005-03-15,Feminino,Outras,Solteiro,Sim,1315,0,2977,Ensino Superior,Vicente Pires,6,IDP Pass,21,Administração,2,21,1
Laura da Cruz,1999-03-18,Masculino,Branco,Solteiro,Não,2495,3,2158,Ensino Médio,Noroeste,8,PROUNI,100,Economia,2,9,0
Benjamin Azevedo,1995-10-12,Feminino,Outras,Solteiro,Não,1480,0,3158,Ensino Médio,Núcleo Bandeirante,2,ENEM,11,Psicologia,5,9,0
Sophie Montenegro,1953-09-26,Masculino,Outras,Solteiro,Não,2293,0,3326,Ensino Médio,Paranoá,4,ENEM,47,Arquitetura,1,39,0
Marcos Vinicius Barbosa,2005-08-02,Feminino,Branco,Solteiro,Não,2454,0,2110,Ensino Médio,Noroeste,3,ENEM,3,Publicidade,4,8,0
Mariana Cardoso,2001-07-23,Feminino,Branco,Casado,Não,1853,0,3111,Ensino Superior,Ceilândia,4,Transferência,33,Administração,1,6,1
Bruno Cirino,2001-10-17,Feminino,Negro,União Estável,Sim,1084,0,3746,Ensino Médio,Sobradinho,3,PROUNI,100,Economia,3,8,0
Larissa Viana,1999-04-09,Masculino,Branco,Solteiro,Não,2059,0,2113,Ensino Superior,Samambaia,6,PROUNI,100,Arquitetura,1,5,0
Danilo Teixeira,1998-12-29,Masculino,Branco,Solteiro,Sim,1454,0,2238,Ensino Superior,Varjão,8,PROUNI,100,Administração,3,7,1
Valentina Gonçalves,1999-01-03,Feminino,Branco,Solteiro,Não,1070,0,3678,Ensino Médio,Noroeste,7,ENEM,41,Ciência da Computação,3,6,0
Felipe Garcia,1999-05-10,Feminino,Branco,Solteiro,Sim,2963,0,3442,Ensino Médio,Lago Norte,8,ENEM,44,Psicologia,4,9,0
Isabelly da Cunha,1997-12-01,Feminino,Branco,Solteiro,Não,2301,0,2372,Ensino Superior,SIA,4,IDP Pass,17,Engenharia de Software,4,9,1
Gabriel Leão,2004-12-29,Masculino,Branco,União Estável,Sim,2613,0,3523,Ensino Médio,Noroeste,6,Transferência,11,Economia,4,10,0
Joaquim Cunha,2004-04-04,Feminino,Branco,Solteiro,Não,1342,0,3499,Ensino Médio,Asa Sul,3,Transferência,2,Economia,3,27,0
Gabrielly Almeida,2005-07-07,Feminino,Branco,União Estável,Não,1431,0,3733,Ensino Superior,Sobradinho,7,IDP Pass,5,Engenharia de Software,3,9,1
Kamilly Andrade,1927-08-27,Feminino,Branco,Solteiro,Não,2158,0,2978,Ensino Médio,SCIA,7,ENEM,45,Arquitetura,1,8,0
Alícia Correia,1927-12-29,Masculino,Negro,Solteiro,Não,2416,0,2770,Ensino Médio,Noroeste,3,ENEM,6,Economia,5,3,1
Joana Alves,2005-11-20,Feminino,Branco,Solteiro,Sim,2266,0,3679,Ensino Superior,Lago Norte,10,IDP Pass,43,Arquitetura,1,10,0
Natália da Paz,1998-02-27,Feminino,Branco,Solteiro,Não,1628,3,3324,Ensino Superior,Recanto das Emas,8,IDP Pass,8,Publicidade,5,2,1
Maitê Peixoto,1951-02-16,Feminino,Branco,Solteiro,Sim,1923,0,2760,Ensino Médio,Asa Sul,4,IDP Pass,17,Administração,5,8,0
Joana Castro,2005-03-14,Feminino,Negro,União Estável,Sim,1320,0,2349,Ensino Superior,Paranoá,8,ENEM,0,Economia,5,7,0
Danilo da Cunha,1996-09-22,Masculino,Branco,Solteiro,Não,2583,0,3379,Ensino Superior,Sudoeste,6,IDP Pass,0,Ciência da Computação,5,10,0
Mariah Abreu,1995-11-28,Masculino,Branco,Solteiro,Sim,1946,0,2335,Ensino Médio,Riacho Fundo II,9,IDP Pass,8,Engenharia de Software,5,7,0
Maria Alice Vargas,2001-04-19,Masculino,Branco,Solteiro,Sim,1355,0,2333,Ensino Médio,Samambaia,8,PROUNI,100,Arquitetura,4,9,0
Pedro Henrique Lima,2001-06-09,Feminino,Outras,Solteiro,Não,2958,0,3011,Ensino Médio,São Sebastião,3,ENEM,41,Ciência da Computação,5,6,1
Cecília da Costa,1998-10-12,Feminino,Branco,Solteiro,Não,2509,0,2895,Ensino Superior,Paranoá,9,Transferência,29,Psicologia,4,7,0
Thiago da Cruz,2005-10-19,Masculino,Branco,Solteiro,Não,2502,0,2611,Ensino Médio,Sudoeste,9,ENEM,1,Engenharia de Software,5,21,1
Enzo Pastor,2005-05-23,Masculino,Negro,União Estável,Não,2126,0,2929,Ensino Médio,Sudoeste,7,IDP Pass,11,Arquitetura,1,5,0
Thomas Cunha,2004-11-22,Masculino,Branco,Solteiro,Não,2275,0,2520,Ensino Superior,Vicente Pires,6,IDP Pass,49,Administração,1,6,1
Brenda Silveira,2001-11-06,Feminino,Branco,Solteiro,Sim,2414,0,3963,Ensino Médio,Sudoeste,1,ENEM,22,Arquitetura,4,10,0
Maria Clara Ferreira,1947-04-06,Feminino,Branco,Solteiro,Não,2785,0,3837,Ensino Superior,Setor de Indústrias Gráficas,1,IDP Pass,47,Arquitetura,2,10,0
Olívia Ferreira,1927-10-22,Feminino,Branco,Solteiro,Sim,2569,0,2353,Ensino Médio,Riacho Fundo II,4,IDP Pass,3,Arquitetura,2,10,0
Luna Viana,2002-01-09,Masculino,Branco,União Estável,Não,2209,0,2289,Ensino Médio,Núcleo Bandeirante,3,IDP Pass,47,Arquitetura,2,1,1
Isabel Câmara,2004-05-05,Feminino,Branco,Solteiro,Sim,1287,0,2462,Ensino Médio,Taguatinga,2,ENEM,46,Ciência da Computação,1,24,1
Noah Machado,1931-11-14,Masculino,Branco,Solteiro,Não,1893,0,2928,Ensino Médio,Lago Norte,9,PROUNI,100,Economia,3,6,0
Heloisa Almeida,1995-07-19,Feminino,Outras,Solteiro,Não,1703,0,3760,Ensino Superior,Park Way,2,ENEM,27,Psicologia,3,6,0
Leonardo Moura,2001-02-13,Feminino,Branco,Solteiro,Não,2118,0,2659,Ensino Médio,Vicente Pires,1,IDP Pass,5,Arquitetura,4,7,0
Kaique da Cruz,1913-04-01,Masculino,Branco,Casado,Sim,2746,0,2613,Ensino Médio,Candangolândia,3,IDP Pass,49,Economia,1,8,0
João Pedro Melo,1998-04-21,Masculino,Outras,União Estável,Sim,2749,0,3688,Ensino Superior,Sudoeste,3,IDP Pass,39,Arquitetura,4,24,1
Alícia da Paz,1999-03-04,Masculino,Branco,Solteiro,Não,2947,0,2735,Ensino Médio,Setor de Indústrias Gráficas,8,IDP Pass,14,Psicologia,1,9,0
Ester Machado,1997-10-22,Feminino,Branco,Solteiro,Sim,2392,0,3535,Ensino Médio,Sol Nascente/Pôr do Sol,2,IDP Pass,19,Engenharia de Software,2,10,0
Danilo Montenegro,2006-05-29,Feminino,Branco,União Estável,Não,2017,0,2412,Ensino Superior,Fercal,10,Transferência,6,Psicologia,2,7,1
Lara Santos,1938-05-05,Masculino,Branco,Solteiro,Sim,1657,0,2151,Ensino Médio,Noroeste,10,IDP Pass,2,Arquitetura,1,3,0
Benjamin Cirino,1999-02-09,Masculino,Branco,Solteiro,Não,1686,0,3963,Ensino Superior,Asa Norte,2,IDP Pass,33,Ciência da Computação,3,10,0
Nathan Mendes,1933-10-19,Feminino,Branco,Solteiro,Sim,1246,0,3652,Ensino Superior,Sudoeste,2,ENEM,33,Administração,5,7,0
Luiz Gustavo Cunha,2006-05-02,Feminino,Branco,Solteiro,Não,2944,0,2187,Ensino Médio,Lago Sul,3,ENEM,21,Engenharia de Software,1,0,0
Thales Cavalcanti,1911-07-04,Feminino,Negro,Solteiro,Sim,1356,0,2480,Ensino Médio,Sol Nascente/Pôr do Sol,4,ENEM,15,Engenharia de Software,2,6,1
Leonardo Mendes,1998-11-17,Feminino,Negro,Solteiro,Não,2074,0,2776,Ensino Superior,Sudoeste,3,ENEM,49,Publicidade,4,9,0
Letícia Vargas,1994-12-19,Feminino,Branco,Solteiro,Não,2873,0,3215,Ensino Superior,SIA,8,Transferência,14,Administração,5,9,1
Letícia Abreu,2001-12-18,Masculino,Negro,Solteiro,Sim,2836,0,2616,Ensino Médio,Lago Oeste,6,Transferência,24,Administração,2,10,0
Ravi Araújo,2002-04-05,Masculino,Branco,Casado,Sim,2404,0,3603,Ensino Superior,SIA,8,Transferência,20,Administração,5,9,0
Luiz Gustavo das Neves,1911-03-20,Feminino,Negro,Solteiro,Não,2370,0,2822,Ensino Médio,Itapoã,5,ENEM,35,Psicologia,2,9,0
Pedro Miguel Araújo,1995-08-21,Masculino,Branco,Solteiro,Não,1057,0,3623,Ensino Superior,Sudoeste,10,IDP Pass,13,Engenharia de Software,4,8,0
Olivia Correia,1996-04-25,Feminino,Branco,União Estável,Não,1614,0,3290,Ensino Médio,Fercal,1,ENEM,39,Publicidade,4,27,0
Mathias Machado,1942-05-04,Feminino,Branco,Solteiro,Não,1417,2,2253,Ensino Superior,Lago Sul,7,ENEM,33,Administração,3,9,1
Diogo Pereira,2002-09-21,Feminino,Branco,Solteiro,Sim,2870,0,2000,Ensino Médio,Sobradinho,3,IDP Pass,48,Economia,2,1,1
Bernardo Ferreira,2003-03-08,Feminino,Negro,Solteiro,Sim,1280,0,2605,Ensino Superior,Sudoeste,9,IDP Pass,43,Ciência da Computação,5,30,0
Maria Sophia Montenegro,2001-12-21,Feminino,Outras,Solteiro,Não,2929,0,3179,Ensino Superior,Itapoã,5,ENEM,5,Publicidade,1,9,0
Luigi Aparecida,2004-12-16,Masculino,Branco,Solteiro,Não,2865,0,2709,Ensino Médio,Sudoeste,9,ENEM,19,Psicologia,1,10,0
Henrique Nogueira,2004-08-17,Feminino,Branco,Solteiro,Sim,2622,0,2506,Ensino Médio,Planaltina,6,IDP Pass,13,Engenharia de Software,5,8,0
Laís Caldeira,1915-12-14,Feminino,Branco,Solteiro,Não,1672,0,3162,Ensino Superior,SIA,9,IDP Pass,48,Engenharia de Software,3,8,1
Asafe Teixeira,2001-06-21,Masculino,Branco,Solteiro,Sim,1629,0,2304,Ensino Médio,Sol Nascente/Pôr do Sol,2,IDP Pass,2,Engenharia de Software,5,6,1
Ana Lívia Ribeiro,2005-08-05,Masculino,Branco,Solteiro,Não,1631,0,3929,Ensino Médio,SIA,9,ENEM,13,Administração,3,4,1
Luiz Fernando Jesus,1994-06-20,Masculino,Branco,Solteiro,Sim,2048,0,3567,Ensino Médio,Sudoeste,2,ENEM,40,Economia,2,8,1
João Miguel Vargas,2000-08-18,Feminino,Branco,Solteiro,Não,2137,0,2799,Ensino Médio,Sudoeste,6,IDP Pass,43,Psicologia,5,10,1
Rebeca Cassiano,2001-03-15,Feminino,Negro,Solteiro,Sim,2543,3,3012,Ensino Médio,Samambaia,10,IDP Pass,32,Publicidade,1,6,1
Rafael Lima,2003-06-05,Masculino,Branco,Solteiro,Sim,1349,0,2973,Ensino Médio,Varjão,9,Transferência,47,Economia,4,7,1
Fernanda Pacheco,2005-05-07,Masculino,Branco,Solteiro,Sim,1606,0,2259,Ensino Superior,Fercal,10,PROUNI,100,Economia,2,8,1
Amanda Gonçalves,2000-10-30,Feminino,Branco,Solteiro,Sim,1766,0,3087,Ensino Superior,Cruzeiro,9,IDP Pass,50,Arquitetura,4,10,0
Arthur Gabriel Rocha,2002-11-21,Masculino,Branco,Solteiro,Não,1660,0,3101,Ensino Superior,Águas Claras,4,IDP Pass,50,Administração,1,7,0
Yan Correia,2000-11-27,Masculino,Branco,Solteiro,Não,1912,0,3353,Ensino Superior,Lago Sul,7,IDP Pass,44,Publicidade,4,7,1
Paulo Almeida,2002-03-28,Feminino,Branco,União Estável,Não,1097,0,3646,Ensino Superior,Riacho Fundo II,4,IDP Pass,26,Administração,5,19,0
Danilo Pimenta,1994-08-02,Masculino,Branco,Solteiro,Sim,1307,0,3510,Ensino Médio,Sudoeste,1,IDP Pass,36,Ciência da Computação,2,9,0
Maria Luísa da Conceição,1928-07-25,Masculino,Branco,Solteiro,Não,2202,0,2417,Ensino Médio,Noroeste,9,ENEM,13,Administração,5,7,0
Maria Laura Albuquerque,1996-03-02,Feminino,Branco,Solteiro,Sim,2696,0,2613,Ensino Superior,Setor de Indústrias Gráficas,7,IDP Pass,45,Publicidade,3,6,0
Marina Nunes,1995-09-28,Feminino,Negro,Solteiro,Não,1327,0,3909,Ensino Superior,Riacho Fundo,6,ENEM,34,Economia,1,7,1
Maria Sophia Andrade,2005-08-11,Masculino,Branco,Solteiro,Não,1634,0,2805,Ensino Superior,Paranoá,4,Transferência,34,Arquitetura,3,9,0
Sara Novaes,2003-02-22,Feminino,Branco,Solteiro,Sim,2728,0,3003,Ensino Superior,Gama,9,PROUNI,100,Economia,3,6,0
Gustavo da Cunha,2004-05-27,Masculino,Branco,Solteiro,Não,1536,0,3752,Ensino Superior,Paranoá,3,IDP Pass,16,Psicologia,3,9,0
Luna Lopes,2003-03-25,Masculino,Branco,Solteiro,Não,2219,0,2479,Ensino Superior,Lago Norte,10,IDP Pass,33,Arquitetura,2,10,0
Maria Liz da Cruz,1997-01-05,Masculino,Negro,Solteiro,Sim,2287,0,3283,Ensino Superior,Taguatinga,3,IDP Pass,22,Psicologia,1,10,1
Cecília Teixeira,2005-11-16,Feminino,Branco,Solteiro,Sim,2895,0,3169,Ensino Médio,Varjão,5,IDP Pass,26,Psicologia,3,6,1
Thiago das Neves,2006-04-24,Masculino,Branco,Solteiro,Não,3000,0,3956,Ensino Médio,Asa Norte,6,ENEM,35,Publicidade,3,7,0
Alícia Nunes,1995-12-20,Masculino,Branco,Casado,Não,1173,0,3038,Ensino Médio,Asa Sul,2,IDP Pass,13,Ciência da Computação,2,6,1
Hadassa Pinto,2003-02-24,Feminino,Branco,União Estável,Sim,2595,0,2609,Ensino Médio,Lago Norte,6,PROUNI,100,Economia,5,9,0
Maitê da Mota,2006-05-05,Feminino,Branco,Solteiro,Não,1296,0,3802,Ensino Médio,Sudoeste,1,ENEM,3,Economia,5,8,0
Hellena Borges,1994-07-27,Masculino,Branco,União Estável,Não,1513,0,3678,Ensino Médio,Lago Sul,3,PROUNI,100,Administração,5,10,0
Otto Siqueira,2000-12-23,Masculino,Branco,Solteiro,Não,1119,0,2033,Ensino Superior,Lago Sul,2,ENEM,4,Economia,3,33,0
Allana da Cruz,2006-04-28,Feminino,Branco,Solteiro,Não,1508,0,2890,Ensino Médio,São Sebastião,1,IDP Pass,34,Publicidade,5,5,0
Sophie Silveira,2001-11-21,Masculino,Branco,Solteiro,Não,1249,0,2129,Ensino Superior,Vicente Pires,6,ENEM,12,Psicologia,1,23,0
Letícia da Cunha,1952-08-17,Masculino,Negro,Solteiro,Não,2209,0,3899,Ensino Médio,Asa Sul,10,ENEM,32,Ciência da Computação,1,7,1
Lorena Aparecida,1997-04-22,Masculino,Branco,Solteiro,Não,2188,0,3446,Ensino Médio,Asa Norte,10,ENEM,44,Administração,3,2,0
Isis Camargo,2006-01-27,Feminino,Branco,Solteiro,Sim,1347,0,2094,Ensino Superior,Lago Sul,8,PROUNI,100,Ciência da Computação,5,6,0
Hellena Nogueira,2001-01-11,Feminino,Negro,Solteiro,Não,2130,0,3918,Ensino Médio,Sudoeste,4,ENEM,5,Publicidade,1,0,1
Alice Casa Grande,2002-01-10,Masculino,Branco,Solteiro,Não,1732,0,3198,Ensino Médio,Noroeste,2,Transferência,6,Ciência da Computação,5,8,0
Sara Ribeiro,1999-01-31,Masculino,Branco,Solteiro,Sim,1803,0,3135,Ensino Superior,Recanto das Emas,3,IDP Pass,28,Economia,4,9,0
Maya Almeida,2000-07-14,Masculino,Branco,Solteiro,Sim,1326,0,3925,Ensino Superior,Noroeste,3,PROUNI,100,Engenharia de Software,3,8,0
Lucas Mendonça,1996-03-05,Feminino,Branco,Solteiro,Não,1073,0,3690,Ensino Médio,Sudoeste,6,ENEM,19,Ciência da Computação,2,10,1
Eduardo Gomes,2003-11-26,Masculino,Branco,Solteiro,Não,2045,0,3859,Ensino Superior,Candangolândia,10,ENEM,15,Engenharia de Software,3,7,0
Melina da Costa,2005-06-11,Feminino,Branco,Casado,Não,2007,0,3145,Ensino Médio,Asa Sul,7,IDP Pass,1,Ciência da Computação,2,6,1
Heloisa Nascimento,2004-06-18,Feminino,Branco,Solteiro,Não,1283,0,2123,Ensino Médio,Candangolândia,4,IDP Pass,29,Economia,3,9,0
Otávio Siqueira,2000-08-01,Feminino,Branco,Solteiro,Não,2346,0,2070,Ensino Médio,Planaltina,2,PROUNI,100,Ciência da Computação,3,15,1
Caio Melo,2004-12-03,Feminino,Branco,Solteiro,Não,2589,0,3281,Ensino Superior,Asa Sul,10,PROUNI,100,Economia,5,31,1
Emanuelly Lima,2005-05-09,Feminino,Branco,Solteiro,Sim,2569,0,3674,Ensino Médio,Plano Piloto,6,IDP Pass,39,Ciência da Computação,2,6,1
Júlia Novaes,1995-04-01,Feminino,Branco,União Estável,Sim,1816,0,3283,Ensino Médio,Setor de Indústrias Gráficas,8,IDP Pass,12,Ciência da Computação,3,13,1
Ian Melo,2001-10-22,Feminino,Branco,Solteiro,Não,1233,0,3208,Ensino Médio,Asa Sul,2,ENEM,37,Ciência da Computação,2,8,1
Oliver Leão,1999-05-20,Masculino,Branco,Solteiro,Sim,2481,0,2235,Ensino Médio,Recanto das Emas,6,ENEM,31,Arquitetura,2,9,0
Vitor Guerra,2005-02-02,Feminino,Negro,Solteiro,Não,1752,0,2470,Ensino Médio,Lago Norte,1,IDP Pass,21,Psicologia,1,8,0
Natália da Cunha,2000-08-21,Feminino,Negro,Solteiro,Sim,2253,0,3932,Ensino Médio,Taguatinga,9,Transferência,30,Engenharia de Software,1,9,0
Luiz Gustavo Cassiano,1995-12-04,Masculino,Branco,Solteiro,Não,1105,0,3351,Ensino Médio,Lago Sul,10,IDP Pass,3,Publicidade,1,8,0
Maria Monteiro,2003-10-31,Masculino,Branco,Solteiro,Não,1463,0,2576,Ensino Médio,Lago Norte,7,PROUNI,100,Administração,1,8,0
Leandro Gomes,1914-05-08,Masculino,Branco,Solteiro,Sim,2122,0,3308,Ensino Médio,Asa Sul,7,ENEM,33,Economia,3,6,1
João Lucas Cirino,2005-02-20,Feminino,Branco,Solteiro,Não,2177,0,2571,Ensino Superior,SCIA,4,Transferência,50,Engenharia de Software,5,7,0
Lunna Lima,1997-10-21,Masculino,Branco,Solteiro,Não,2828,0,2309,Ensino Superior,Ceilândia,7,IDP Pass,20,Administração,4,6,0
Igor Moreira,1995-12-11,Feminino,Branco,Solteiro,Não,1434,0,3697,Ensino Médio,Lago Norte,5,ENEM,35,Economia,1,8,0
Melissa Novaes,1956-05-26,Masculino,Negro,Solteiro,Sim,1865,0,3460,Ensino Superior,Riacho Fundo,7,IDP Pass,28,Psicologia,2,8,1
Vinicius Silva,1998-03-08,Masculino,Branco,Solteiro,Sim,2844,0,3077,Ensino Superior,Noroeste,6,PROUNI,100,Administração,3,8,0
Luan Andrade,1994-12-15,Feminino,Branco,Solteiro,Sim,2426,0,2147,Ensino Médio,Lago Norte,5,Transferência,1,Administração,3,4,0
Maria Isis Pimenta,2001-05-17,Feminino,Branco,Solteiro,Não,1496,0,2855,Ensino Médio,Itapoã,8,Transferência,2,Ciência da Computação,5,8,1
Pedro Miguel Teixeira,2004-01-07,Masculino,Branco,Casado,Sim,1473,0,3004,Ensino Médio,Candangolândia,9,IDP Pass,11,Arquitetura,3,8,0
Emanuel Cavalcante,2005-08-19,Masculino,Negro,Solteiro,Não,2498,0,3168,Ensino Médio,Guará,2,ENEM,44,Economia,3,10,1
Sophie da Paz,2000-10-11,Masculino,Negro,Casado,Não,1282,0,2383,Ensino Médio,Samambaia,3,IDP Pass,27,Publicidade,5,9,0
Ian da Costa,2004-02-08,Feminino,Branco,Solteiro,Sim,2681,0,3738,Ensino Médio,Sudoeste,2,PROUNI,100,Administração,2,10,1
Luiz Miguel Cassiano,2002-07-16,Feminino,Branco,Solteiro,Não,2843,0,2636,Ensino Médio,Lago Oeste,5,IDP Pass,5,Administração,4,9,0
Davi Fernandes,2002-09-19,Masculino,Branco,Solteiro,Sim,1446,0,2653,Ensino Superior,Lago Norte,8,Transferência,18,Publicidade,3,10,0
Luiz Otávio Pereira,2001-02-16,Feminino,Branco,Solteiro,Sim,2284,0,2076,Ensino Médio,Lago Norte,5,PROUNI,100,Psicologia,5,9,0
Asafe Rios,1909-08-13,Feminino,Branco,União Estável,Não,2623,0,3684,Ensino Médio,Setor de Indústrias Gráficas,6,Transferência,15,Ciência da Computação,1,0,0
Lunna da Cruz,1996-12-08,Masculino,Branco,União Estável,Sim,1655,0,2760,Ensino Superior,Asa Norte,7,Transferência,13,Engenharia de Software,4,7,0
Maria Luiza Moraes,1998-04-01,Masculino,Branco,Solteiro,Sim,1390,0,2968,Ensino Médio,Lago Sul,3,IDP Pass,30,Administração,4,8,1
Antônio Costa,1999-02-07,Feminino,Branco,Solteiro,Sim,1568,0,3272,Ensino Médio,Noroeste,3,ENEM,25,Publicidade,2,10,0
Isaque Mendes,2001-08-27,Masculino,Branco,Solteiro,Sim,2130,0,2266,Ensino Médio,Fercal,9,IDP Pass,37,Psicologia,3,8,0
Rhavi Araújo,2003-05-31,Feminino,Negro,Solteiro,Sim,1745,0,3673,Ensino Superior,Guará,2,IDP Pass,43,Administração,2,10,1
João Gabriel Castro,1999-05-14,Masculino,Outras,Solteiro,Não,2034,2,2776,Ensino Superior,Ceilândia,10,ENEM,22,Arquitetura,4,6,0
Kaique da Cunha,2005-11-03,Masculino,Branco,Solteiro,Sim,2406,0,3626,Ensino Superior,Lago Norte,3,ENEM,29,Engenharia de Software,4,6,0
Ana Liz Pastor,2003-08-28,Feminino,Branco,Solteiro,Não,2847,0,2161,Ensino Médio,Paranoá,1,IDP Pass,17,Psicologia,2,13,0
Anna Liz Pacheco,2000-10-29,Feminino,Negro,Solteiro,Não,1010,0,2112,Ensino Superior,SIA,5,IDP Pass,43,Administração,3,8,0
Apollo Novaes,2005-03-11,Feminino,Branco,Solteiro,Não,1441,0,2077,Ensino Médio,Lago Norte,3,ENEM,29,Psicologia,3,6,1
Ísis Siqueira,2001-02-06,Feminino,Branco,Solteiro,Não,1813,0,2631,Ensino Superior,Paranoá,6,PROUNI,100,Psicologia,2,8,0
Davi Lucas Souza,2001-09-17,Masculino,Negro,Solteiro,Sim,1525,0,2210,Ensino Médio,Taguatinga,6,PROUNI,100,Arquitetura,2,8,1
Maria Fernanda Lopes,2000-06-21,Masculino,Branco,União Estável,Sim,2672,0,3061,Ensino Médio,Taguatinga,9,IDP Pass,42,Publicidade,1,10,1
Gabriel da Conceição,2005-05-22,Masculino,Negro,Solteiro,Sim,2088,0,2424,Ensino Médio,Planaltina,7,ENEM,38,Ciência da Computação,1,3,0
Manuella Azevedo,2005-06-27,Masculino,Negro,Solteiro,Não,1512,0,3905,Ensino Superior,Planaltina,6,IDP Pass,50,Economia,1,8,1
Lavínia Cassiano,2005-02-17,Masculino,Branco,União Estável,Não,1538,0,3062,Ensino Superior,Fercal,7,ENEM,13,Economia,5,9,0
Augusto Barbosa,1997-12-13,Feminino,Branco,Solteiro,Sim,1298,0,3473,Ensino Superior,SCIA,2,ENEM,23,Arquitetura,2,10,0
Eduarda Porto,1948-02-29,Masculino,Branco,Solteiro,Sim,2622,0,3377,Ensino Médio,Planaltina,10,Transferência,13,Arquitetura,1,7,1
